,Unnamed: 0,사업자등록번호,Unnamed: 2,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,대분류,중분류,소분류,세분류,indCd1_str
2005,2930,4188101049,,(주)이***,"EZEYE CO.,***",김**,5.0,Mar-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/사업시설관리 및 사업지원서비스업/제조업,20120315.0,ezeye7000@hanmail.net,063-900-8880,063-904-7008,54976.0,전북 전주시 완산구 효자로 322,"3층 (중화산동2가,에셀나무빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2006,2933,6078602983,,케이시스***,"Ksys Co.,L***",김**,7.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스업,20140917.0,ks072716@naver.com,070-7538-1733,0504-053-1733,2116.0,서울 중랑구 중랑천로14길 58,"214호 (중화동,범양프레체)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2007,2949,7018702613,,대우네트웍스***,"Daewoo Networks Co., L***",장**,7.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/정보서비스업,20160930.0,, 055 8647734,055-864-7735,52424.0,경남 남해군 남해읍 화전로,42 (서변리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2008,2953,6648802343,,(주)인터***,"Inter System Co., L***",변**,4.0,Mar-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/임대,20170410.0,,064 756 4004,064-742-4060,63125.0,제주도 제주시 삼무로3길,"46, 2층 (연동)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2009,2954,3128106841,,(주)지성정***,"Jiseong Information Communication Co., L***",박**,8.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업,20070514.0,,041 569 1414,041 569 2020,31177.0,충청남도 천안시 동남구 신촌로,"24, 5010호 (신방동,천안산업기자재유통단지)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2010,2960,6758709229,,(주)동일아***,"Dongil ICT Co., L***",심**,1.0,Apr-20,42321,일반 통신 공사업,중소기업,신설,,20200205.0,,031 4277128,031-427-7129,15807.0,경기도 군포시 엘에스로 172,"212호 (금정동,한림휴먼타워)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2011,2970,4278801761,,(주)스타시***,"Star Security Co., L***",김**,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업,20150304.0,, 042 6310112,042-632-0116,34586.0,대전 동구 우암로255번길,7 (가양동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2012,2971,7078104272,,(주)***,"Bogatek Co., L***",박**,5.0,Jun-20,42321,일반 통신 공사업,중소기업,일반,건설업,20150428.0,,02 899 8880,02 855 8809,8502.0,서울 금천구 가산디지털1로 196,"609동 1호 (가산동,에이스테크노타워10차)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2013,2972,3128604165,,(주)지인전***,"Jiin Electric Telecom Co., L***",김**,6.0,Dec-18,42321,일반 통신 공사업,중소기업,일반,건설업/도매업,20150116.0,,041 577 2017,0502 577 4777,31077.0,충남 천안시 서북구 번영로,708 (업성동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2014,2974,3418804374,,(주)울산정***,Ulsan Information Communicat***,박**,8.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,,20160119.0,,052-212-8580,052 2218580,44917.0,울산광역시 울주군 범서읍 새밭등길,55 (척과리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2015,2976,6088104892,,(주)***,"Ener Co Co.,L***",김**,5.0,Oct-15,42321,일반 통신 공사업,중소기업,일반,제조업 외,20090811.0,psh@enerco.kr,051-941-8536,051-831-8537,46701.0,부산광역시 강서구 대저중앙로347번길,30 (대저1동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2016,2978,1198601160,,(주)한***,"Hanyang Information Co.,L***",박**,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/소매,20091126.0,, 031 2264604,031 2264605,16566.0,경기도 수원시 권선구 경수대로 334,"3층 (권선동,상화빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2017,3005,4088103503,,(주)코***,"Commax Net Co., L***",김**,7.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업외,20121107.0,,062-372-5700,062-223-6111,61634.0,광주광역시 남구 서동로,23-2 (월산동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2018,3014,4568704466,,한일통신***,"Han Il Communication Co., L***",강*,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,"출입통제시스템설치 및 서비스업, 정보",20160113.0,,033 734 2728,033 7332728,24768.0,강원 고성군 토성면 원암온천길 21,(원암리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2019,3018,3498603031,,(주)용봉전***,"Yongbong Electric Telecom Co., L***",인**,3.0,Aug-17,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/정보통신업,20160824.0,, 041 6324904,041-631-7747,,충남 홍성군 홍북읍 봉신1길 85-30,(봉신리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2020,3022,6448703152,,(주)한***,Korea Fixel Co.L***,홍**,32.0,May-20,42321,일반 통신 공사업,중소기업,일반,건설업(미등록)/서비스업/제조업,20160927.0,hankooksys@naver.com,02 2652 3348,02 6455 3348,14349.0,경기 광명시 광명역로 26,"1동 1212호 (일직동,광명역파크자이)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2021,3023,1298805382,,(주)동성***,"Dongsungitec Co., L***",이용석외 ***,6.0,May-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/서비스/서비스업/제조업,20170822.0,dsitec@myds.co.kr,031-732-1981,0505-488-9750,13119.0,경기 성남시 수정구 복정로 5-1,"3층 (복정동,승용빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2022,3024,3198701794,,(주)광명정***,"Gwangmyeong Information Communication Co., L***",강**,5.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매업/서비스업,20170829.0,, 054 8523113,054-853-4114,36626.0,경북 안동시 석수1길 5,(안기동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2023,3026,8038704279,,(주)한길커***,"Hangil Community Co., L***",양**,7.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/도소매/서비스업/정보통신업/제조업,20190509.0,,062 9420071,062-942-0072,62416.0,광주광역시 광산구 평동로803번길,49 (옥동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2024,3027,3868102834,,(주)제이앤테크놀***,"J&Technologies Co., L***",김**,6.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업외,20170111.0,,031 499 5761,031 4958185,14523.0,경기도 부천시 도약로 261,"B동 908호 (도당동,부천대우테크노파크)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2025,3028,1868801632,,티앤에스정보통신***,"TNS Information Communication Co., L***",전**,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,"건설업/도매 및 소매업/도소매업/부동산업 및 임대업/출판, 영상, 방송통신 및 정보서비스업",20160628.0,, 033 7475381,0504-044-5381,,강원 원주시 강변로 809,2동 (학성동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2026,3046,1298106600,,(주)정우정***,Jungwoo Information & Communicat***,장**,7.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,"건설,도소매외",19990811.0,jtl6600@hanmail.net,031 776 0600,031 776 0601,,경기도 성남시 중원구 사기막골로,"124, 1207호 (상대원동,에스케이엔테크노파크 테크센터)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2027,3050,6098106554,,(주)에스앤***,"S&H Co., L***",박**,9.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20071005.0,,055-547-9767,055-547-9765,51573.0,경상남도 창원시 성산구 완암로 50,"메카동 720호 (성산동,에스케이테크노파크)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2028,3051,4098603552,,(주)에스티정***,"Social Technology Co,L***",박**,6.0,Jul-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/소매업/제조업,20121224.0,,062-714-3550,062-714-3551,57331.0,전남 담양군 대전면 응기길 34-9,(응용리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2029,3059,8858102772,,(주)***,"En Tron Co., L***",이**,4.0,Jan-17,42321,일반 통신 공사업,중소기업,일반,건설업/서비스,20160906.0,,032-325-8055,032-326-8055,14501.0,경기도 부천시 석천로 345,"304동 505호 (삼정동,부천테크노파크)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2030,3076,1378601432,,오케이통신***,OK Communicati***,천**,7.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/도소매업/정보통신업/제조업,20141222.0,,032-256-8500,032-564-8499,21927.0,인천광역시 연수구 용담로125번길 41,"508호 (연수동,메카리움)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2031,3078,8058600997,,(주)케이엔엑스정***,,홍**,9.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20151020.0,,28536882,02-853-6883,8394.0,서울 구로구 디지털로 242,"8층 801호 (구로동,한화비즈메트로1차)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2032,3079,1228601866,,티오티시스템***,"TOT System Co., L***",김**,16.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,서비스,20140703.0,totsystem1@hanmail.net,16003201,032 2324412,21075.0,인천 계양구 서운산업로47번길 17-5,2층 (서운동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2033,3082,2218102280,,(주)나라네***,"Nara Network Co.,L***",김**,8.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설 외,20100114.0,,033 442 0708,,24140.0,강원도 화천군 하남면 위라리길 72-13,(위라리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2034,3085,1308605886,,성호넷***,,두**,4.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설 도매 부동산외,20050127.0,6620101@naver.com,031-988-9500,031-982-1157,10046.0,경기도 김포시 대곶면 대곶남로501번길,36 (대능리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2035,3104,6378105737,,(주)도현***,"Dohyeon E&G Co., L***",양**,5.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20190821.0,,3151756915,031-5175-6916,12918.0,경기 하남시 미사강변서로,"25, 제10층 제10오에프14호 (풍산동,미사테스타타워지식산업센터)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2036,3126,1058602365,,(주)태영정***,"TAEYOUNG Information & Communication Co., L***",정**,9.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매업,20050225.0,,031-824-7020,031-821-4741,11755.0,경기도 의정부시 금오로 108-16,"3층 (금오동,혜원빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2037,3134,7488708997,,(주)남***,"Namak Tech Co., L***",남**,5.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,"건설업,제조업",20150901.0,,061 128 7966,061 285 7967,58543.0,전남 무안군 청계면 청계공단1길 105-11,(송현리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2038,3136,6618102352,,(주)에스에스***,"SS SYSTEM CO.,***",송**,5.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/도소매업/서비스업/제조업,20150527.0,,226242971,226242970,8595.0,서울특별시 금천구 범안로,"1130, 1008호 (가산동,디지털엠파이어빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2039,3140,5428602400,,(주)비***,"BML Tech Co., L***",김**,4.0,Jan-18,42321,일반 통신 공사업,중소기업,일반,건설업/도매/도매 및 소매업/서비스/임대업,20170630.0,,051-465-2880,051-465-2887,49269.0,부산광역시 서구 충무대로,"8, 205호 (암남동,기산비치타운)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2040,3141,1788805016,,(주)**,Hyeonse***,양**,7.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,정보통신공사업 외,20160610.0,,041-363-5561,070-7785-5514,15434.0,경기도 안산시 단원구 별망로 555,"821호 (원시동,타원타크라5지식산업센터)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2041,3142,5024504071,,대한정***,Daehan Information Communicat***,허**,10.0,Mar-17,42321,일반 통신 공사업,중소기업,일반,"건설/도,소매/서비스",,dh7717@hanmail.net,053 751 7717,053 754 0407,38458.0,경상북도 경산시 진량읍 공단2로7길,13 (신상리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2042,3143,3148101635,,위성정보통신***,"Wisung Information Telecom Co., L***",김**,5.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설/도소매/서비스/제조,19981230.0,dh-ks@daum.net,044-866-4155,044-866-4156,30056.0,세종 장군면 전원마을2길 84,3층 (금암리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2043,3172,1308601098,,(주)청조정***,"CheongJeo Information Communications CO.,***",김**,6.0,Apr-19,42321,일반 통신 공사업,중소기업,일반,건설/도소매/제조업,20060602.0,bearbow@hanmail.net,032 505 8029,032 506 8029,21617.0,인천 남동구 서창남순환로 222,"8층 803호 (서창동,서창센타프라자)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2044,3177,2098102748,,(주)케이텍***,"K-tech  Solution Co.,L***",임**,5.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매업/도소매업/서비스,20120502.0,,02-965-9289,02-965-9274,2781.0,서울특별시 성북구 한천로80길 37,(석관동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2045,3179,4168101184,,(주)제이엠정***,"JM Information Communication Co.,L***",노**,6.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,건설업/부동산업 및 임대업/서비스업/제조업,20120302.0,posboy@hanmail.net,061-751-3065,061-751-3067,57958.0,전남 순천시 남제새길 37-8,(남정동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2046,3182,5088109783,,(주)***,"UN Tech Co., L***",윤**,14.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/서비스업,20140422.0,,070-8031-0631,053-985-7604,41131.0,대구 동구 신평로 140,(용계동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2047,3191,8118604162,,(주)***,"Signal Co., L***",김**,5.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도매/도매 및 소매업/정보통신업,20190705.0,,619277000,061-927-7001,58147.0,전남 화순군 한천면 화보로,3042 (모산리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2048,3192,6728704087,,(주)미주정***,"Miju Information Communication Co., L***",장**,5.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20181025.0,,513339400,051-333-6644,46607.0,부산광역시 북구 만덕2로 13,"305호 (만덕동,신만덕상가빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2049,3194,3058109668,,(주)호경에***,"HOGYEONG S&C CO.,L***",유**,102.0,Feb-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스,20070130.0,,042-536-4788,042-536-4790,34882.0,대전 중구 동서대로 1251,"2층 (태평동,동광빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2050,3195,3258606419,,(주)에스***,"STNC Co.,L***",손**,12.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20190222.0,,031 7778160,031 7778163,13403.0,경기 성남시 중원구 둔촌대로 388,"14층 1405호,1406호,1407호,1408호 (상대원동,크란츠테크노)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2051,3228,1358102407,,진흥정보통신***,"Jinheung Information & Telecom Co., L***",김동곤외***,25.0,Mar-21,42321,일반 통신 공사업,중소기업,일반,건설/도.소매/서비스/제조업,20000224.0,jy190002@naver.com,031-263-1900,031-263-1902,17088.0,경기 용인시 기흥구 지삼로107번길 47-42,(지곡동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2052,3233,2248103602,,(주)신화에***,,김현우외***,11.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20140225.0,,7086723705,051-710-0734,46700.0,부산광역시 강서구 대저로49번길 23,(대저1동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2053,3234,3148605426,,(주)***,"O Reune Co., L***",김**,5.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,서비스업,20140204.0,,041-175-9056,041-754-9057,32738.0,충청남도 금산군 금산읍 뒷담말4길 24,(중도리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2054,3235,5538601971,,(주)현진정***,"Hyeonjin Information Communication Co., L***",김**,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/도소매/서비스/제조업,20160119.0,,070-4118-1233,041-944-1235,33338.0,충청남도 청양군 청양읍 칠갑산로,"148, 1층 102호 (송방리)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2055,3236,3808100300,,(주)제이에스정***,JS Information Communicat***,정**,17.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업,20160404.0,, 061 2848259,061-980-2788,58667.0,전라남도 목포시 백년대로279번길,10-1 (상동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2056,3243,4318702860,,(주)***,"Daegeontel Co., L***",이**,6.0,May-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매/제조업,20170814.0,,053-383-0771,053-384-0771,41502.0,대구 북구 신천동로 962,2층 (산격동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2057,3244,2428704462,,(주)에이원***,"A One ENC Co., L***",이**,,,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스업/정보통신업,20171107.0,, 033 7637713,033-763-7714,26452.0,강원 원주시 치악로1534번길,"14-1, 상가 1층 101호 (단구동)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2058,3247,1308702124,,(주)에스엔제이정***,S&J info-communicat***,성**,21.0,Nov-20,42321,일반 통신 공사업,중소기업,일반,건설업/서비스,20141120.0,,032-614-1700,032-614-1900,14730.0,경기 부천시 경인로9번나길 29,1층 (송내동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2059,3249,6428603931,,(주)민국정***,"Minguk Information Communication Co., L***",김**,19.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/서비스업/정보통신업/제조,20170601.0,, 051 5521999,050-8097-1999,39390.0,경북 구미시 3공단2로,"303, 1층 (임수동,케이티임수빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2060,3260,1188105343,,대신통신기술***,"DAESHIN Communications Engineering Co.,***",김**,95.0,Mar-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매/도소매/서비스/소매/제조업,19951201.0,huchi@dsnw.net,02-832-8282,02-2677-4500,7253.0,서울특별시 영등포구 버드나루로 9,"4층 (영등포동2가,천일빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2061,3276,5268104396,,(주)소***,"SONIC COMTECH Co.,L***",문**,12.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20180719.0,,7075963577,02-6914-9352,21315.0,인천광역시 부평구 부평대로 337,부평 제이타워3차 지식산업센터 제5층 제523호 (청천동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2062,3302,6050102306,,세기정***,segi tele***,주**,7.0,Jun-21,42321,일반 통신 공사업,중소기업,일반,,19970401.0,,052-260-8158,052-225-9104,45012.0,울산 울주군 서생면 천산로 293,201호 (명산리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2063,3324,1408109647,,미래통신기술***,"Mirae Communication Technology Co., ***",공**,4.0,Oct-15,42321,일반 통신 공사업,중소기업,일반,건설업 도소매,20140915.0,, 031 4745788,031-474-5688,14036.0,경기 안양시 만안구 안양로,"80, 305호 (안양동,국토빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2064,3325,3178100014,,(주)삼우***,"SAMWOO E&C Co.,L***",한**,6.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업 외,20141013.0,jsi7832@hanmail.net,043 232 3520,043-232-3519,28174.0,충청북도 청주시 흥덕구 강내면 태성탑연로,136-82 (다락리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2065,3347,4048104167,,동양이앤티***,"Dongyang E&T Co., L***",장**,10.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,건설업,20000610.0,hanbyll@hanmail.net,063 536 0490,063 532 0138,58135.0,전라남도 화순군 화순읍 상삼1길 29,(삼천리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2066,3349,3388603942,,(주)룩***,"Rukseu Information Co., L***",전**,4.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스업,20180423.0,,538162200,0303-0944-7046,38662.0,경상북도 경산시 펜타힐즈로 74,"602호 (중산동,힐즈스퀘어1차)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2067,3355,5058107658,,(주)동해정***,DONGHAE TELECOMM. ***,강*,5.0,Apr-21,42321,일반 통신 공사업,중소기업,일반,건설업/부동산업/서비스/소매업/제조업,20070605.0,,054-776-4500,054-777-4222,38057.0,경북 경주시 재동길 52,1층 (충효동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2068,3361,3198602032,,(주)수한***,"Suhan ENG Co., L***",윤**,9.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20181213.0,,632450113,063-714-2113,55315.0,전라북도 완주군 봉동읍 완주산단6로 224,전북테크노파크 전북과학기술진흥센터 창조관 221-222호 (둔산리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2069,3378,1138601159,,(주)우솔네***,WOOSOL NETWO***,유**,9.0,Mar-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20100707.0,,02-2698-3100,050-5332-3100,7512.0,서울특별시 강서구 금낭화로24가길 28,"상가 201호 (방화동,동일스위트리버)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2070,3385,3648603202,,(주)오에스정***,"OS Information Communication Co., L***",김**,8.0,May-19,42321,일반 통신 공사업,중소기업,일반,"건설업/도매 및 소매업/제조업/출판, 영상, 방송통신 및 정보서비스업",20180108.0,,031 746 7734,031 746 7737,13209.0,경기도 성남시 중원구 사기막골로45번길 14,"제6층 제비-615호 (상대원동,성남우림라이온스밸리2차)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2071,3399,3148603804,,(주)라***,lin***,이**,5.0,Oct-18,42321,일반 통신 공사업,중소기업,일반,건설/도소매/서비스,20150205.0,somma21@naver.com,042 482 0072,042 482 0062,34879.0,대전광역시 중구 태평로113번길 6,1층 (태평동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2072,3400,8318806827,,(주)엘***,"L2tech Co., L***",이**,5.0,Apr-16,42321,일반 통신 공사업,중소기업,일반,부동산업 및 임대업,20150908.0,, 044 8687196,044-868-7197,30023.0,세종 조치원읍 새내로,"131, 3층 (교리)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2073,3402,5048107690,,(주)자바네***,JAVANETWO***,김**,8.0,Aug-18,42321,일반 통신 공사업,중소기업,일반,건설/도매/제조,20070212.0,,053 939 1800,053 289 9948,41412.0,대구 북구 동변로24길,"22, 3층 (동변동)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2074,3407,5158700941,,원창이앤씨***,"WONCHANG E&C Co., L***",한**,10.0,May-21,42321,일반 통신 공사업,중소기업,일반,건설업/도소매업/정보통신업/제조업,20190617.0,,032-567-7671,032-746-4124,22714.0,인천광역시 서구 서곶로 300,"401호 (심곡동,엄지빌딩)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2075,3408,7068100154,,(주)***,"Unitech Co., L***",남**,3.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,,20171130.0,, 055 7623650,055-763-3650,52813.0,경남 진주시 돗골로20번길 15,1층 (상평동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2076,3425,6218107708,,제이케이네트웍스***,JK Netwo***,김**,6.0,Oct-15,42321,일반 통신 공사업,중소기업,일반,정보통신공사,20100830.0,jk5177@naver.com,070 41442700,055-314-3177,46988.0,부산광역시 사상구 새벽로 131,"6동 333호 (감전동,부산산업용재유통상가)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2077,3445,3178101329,,(주)세인전기정***,Sein Electric Information Communicat***,임*,2.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,"건설업,도매",20140915.0,, 043 2520001,043-221-2580,28504.0,충북 청주시 청원구 대성로288번길 23-4,(우암동),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2078,3447,5298100361,,(주)알에프***,"RF KOREA Co.,L***",신**,8.0,May-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매　및　소매업/서비스/제조업,20150313.0,rfkshs@naver.com,02-853-8381,02-853-8415,8589.0,서울 금천구 가산디지털1로 119,"A동 606호 (가산동,SK트윈테크타워)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2079,3451,6218101277,,(주)대***,DAELIMTECH Co.***,김**,8.0,May-21,42321,일반 통신 공사업,중소기업,일반,건설/도소매/서비스/제조업,20060522.0,dltech@dltech.co.kr,051-441-5151,051-441-4700,53212.0,경남 거제시 연초면 죽토로 2,"301호 (죽토리,오피스텔)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2080,3452,7188104938,,(주)오투정***,O2 Information Communicat***,양**,4.0,Mar-19,42321,일반 통신 공사업,중소기업,일반,,20160627.0,,234373838,02-3437-3838,5040.0,서울특별시 광진구 아차산로51길,"86, B01호호 (구의동)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2081,3469,8128101350,,(주**,B**,안**,5.0,Apr-20,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20160726.0,,063-287-1919,063-561-1719,56444.0,전북 고창군 고수면 고수농공단지길 58,(봉산리),건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2082,3490,2748801616,,중앙씨앤티***,Joong-Ang ***,윤**,5.0,Apr-21,42321,일반 통신 공사업,중소기업,일반,"건설업/도매업/제조업/출판, 영상, 방송통신 및 정보서비스업",20150609.0,,02-853-1460,02-853-1466,8512.0,서울 금천구 디지털로9길 32,"B동 701호 (가산동,갑을그레이트밸리)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
2083,3498,5478106227,,(주)인다통***,"Inda Telecom Technology Co., L***",문숙외 ***,7.0,Oct-21,42321,일반 통신 공사업,중소기업,일반,건설업/도매 및 소매업/도소매업/서비스업/제조업,20170816.0,,064-712-5602,064-712-5603,63224.0,제주도 제주시 남광북3길,"46-12, 1층 (이도이동)",건설업,전문직별 공사업,전기 및 통신 공사업,통신 공사업,42321
